,run,ndcg (base),ndcg (fuse),ndcg (diff),ndcg (pval),map (base),map (fuse),map (diff),map (pval),precision@10 (base),precision@10 (fuse),precision@10 (diff),precision@10 (pval),bpref (base),bpref (fuse),bpref (diff),bpref (pval)
0,UDInfoPMSA3,0.30556596786167967,0.6385660743023281,0.3330001064406485,6.378813003597984e-17,0.10776303621352028,0.35092553102734686,0.24316249481382657,1.581291039516457e-13,0.4059999999999999,0.466,0.06000000000000011,0.06107475179032419,0.23651058490019372,0.35374403938639865,0.11723345448620492,2.0267837920650334e-06
1,IKMLAB_1,0.4875771014348279,0.6626188214999468,0.17504172006511887,7.686426137332418e-15,0.20165608843410143,0.4116111674684459,0.20995507903434446,7.430604482736298e-12,0.528,0.544,0.016000000000000014,0.5648584435288542,0.4083816463414846,0.4258087522214054,0.0174271058799208,0.245123561306492
2,doc2vec_run,0.0023381473954216044,0.5790563880105914,0.5767182406151699,4.378428408463184e-31,9.869436288358736e-05,0.2875778257505959,0.2874791313877123,7.343847607168313e-16,0.004,0.322,0.318,1.929015307732933e-10,0.0024143605863345434,0.28628636934337703,0.2838720087570425,1.2328799733632477e-12
3,cbnuSA3,0.2581609965369483,0.611368474491235,0.3532074779542867,1.79217132241404e-18,0.06883800182722197,0.32473849981255687,0.2559004979853349,7.739974906177589e-15,0.23800000000000002,0.32800000000000007,0.09000000000000005,0.0011542851913960714,0.21728170940260014,0.33547391757142736,0.11819220816882722,1.013220414063342e-05
4,two_stage,0.5245689428095386,0.7027429180489771,0.17817397523943856,8.589004791242059e-11,0.22776613481758068,0.4091230987162134,0.1813569638986327,9.172542575898792e-10,0.508,0.546,0.038000000000000034,0.14559875825752322,0.4007013717609849,0.4148113896437552,0.014110017882770276,0.5090231177844524
5,bool51,0.36494170527928477,0.6461188250364418,0.28117711975715703,2.8376079904764304e-16,0.1385758060320192,0.36364472788911145,0.22506892185709226,1.9243039967039413e-14,0.446,0.49000000000000005,0.04400000000000004,0.1749132096479118,0.31286785087229296,0.3676776504496354,0.054809799577342444,0.008021834123899268
6,MSIIP_PBL,0.54344793542532,0.7199118077669244,0.17646387234160443,4.029200578146754e-10,0.24966772218963743,0.4451725658182227,0.19550484362858525,1.5935925480956855e-08,0.6679999999999999,0.634,-0.03399999999999992,0.22701901899539484,0.4505347623750462,0.44903011448914576,-0.0015046478859004342,0.9471523648772452
7,imi_mug_abs3,0.6247443999207412,0.7261551171766674,0.10141071725592621,6.481522583951534e-07,0.31362768166038424,0.4453295325044907,0.13170185084410646,1.2154237033848814e-07,0.59,0.5940000000000001,0.004000000000000115,0.8738630163577878,0.4835961413897249,0.45240106340256964,-0.031195077987155262,0.032787424585888424
8,rbf,0.5278740142345615,0.7003593466795421,0.17248533244498065,3.748885297192593e-11,0.23114448483028432,0.4061304027445338,0.1749859179142495,1.1228002710242281e-09,0.51,0.534,0.02400000000000002,0.4422226891221249,0.4132047657126025,0.41409251395061225,0.0008877482380097446,0.9621241188459556
9,MSIIP_PBH,0.5405792310737197,0.719491464959977,0.1789122338862572,3.674797961791717e-10,0.24924277984284815,0.44488691528802554,0.1956441354451774,1.5401019787037183e-08,0.6679999999999999,0.638,-0.029999999999999916,0.2822068931494255,0.4457925995680727,0.44855691398000225,0.002764314411929536,0.9049911059077433
10,KL18AbsFuse,0.5102334239880186,0.6898065695205906,0.17957314553257198,1.541188526349954e-12,0.22290626629172056,0.38895036458246246,0.1660440982907419,7.627233196922929e-10,0.5420000000000001,0.504,-0.038000000000000145,0.19803467108313833,0.38895627469136856,0.3949085666013432,0.00595229190997465,0.7110502459594135
11,UVAEXPBSTDIF,0.1878499913889385,0.6291073762374452,0.4412573848485067,3.751267587901499e-26,0.07464827915137881,0.34454885724414785,0.269900578092769,6.072858430303016e-14,0.596,0.524,-0.07199999999999995,0.002789439217635042,0.09816008059691539,0.33940367683358197,0.24124359623666658,3.4537077012052165e-10
12,MSIIP_BASE,0.5607431472219618,0.7218211374564261,0.16107799023446423,2.4492222780769723e-09,0.26366311839786033,0.4474954674579963,0.18383234906013596,4.578006215859592e-08,0.6679999999999999,0.622,-0.04599999999999993,0.12293694346225675,0.4632309843667352,0.45190807678198935,-0.011322907584745856,0.5934609877898092
13,mayomedsimp,0.4276879386361489,0.658717409476216,0.23102947084006714,5.082994833924416e-15,0.19916245920016784,0.4032216687366359,0.20405920953646806,1.7716153174072906e-13,0.5640000000000001,0.544,-0.020000000000000018,0.40007919232216893,0.359049860656837,0.41086408626644433,0.0518142256096073,0.0023902876092934773
14,SIBTMlit1,0.6421962446123266,0.7348648744887725,0.09266862987644586,3.866971086267719e-05,0.3199649521139637,0.45155547562614645,0.13159052351218276,1.5251932869397185e-06,0.5920000000000001,0.5660000000000001,-0.026000000000000023,0.3850786994722737,0.4964893237528555,0.45998453084513735,-0.03650479290771813,0.07978165407869231
15,UNTIIA_DGES,0.253910270188941,0.6458735840992733,0.3919633139103323,4.6368566577304565e-25,0.05895669630621134,0.34076093763960835,0.281804241333397,6.361159262020282e-15,0.34,0.41400000000000003,0.07400000000000001,0.00836153392840799,0.2089257587401321,0.32755093932474166,0.11862518058460955,2.5034297058670927e-05
16,UDInfoPMSA4,0.3090137839811542,0.638487254717583,0.32947347073642885,7.702582219971194e-17,0.10936821230584842,0.35097376491422716,0.24160555260837874,2.1990211748576688e-13,0.41,0.47400000000000003,0.06400000000000006,0.0486846950327604,0.23852517778997703,0.3537966344344259,0.11527145664444885,1.905024653670988e-06
17,cbnuSA2,0.4935136653328211,0.6689637427609085,0.17545007742808744,1.1261498286884423e-12,0.20433493978287298,0.39733228913159524,0.19299734934872226,5.1317317233958995e-12,0.544,0.538,-0.006000000000000005,0.8061050853504783,0.3816705245513844,0.41037003765653174,0.028699513105147345,0.05330817420665009
18,UTDHLTRI_RF,0.4972675297846363,0.6932446217640347,0.1959770919793984,5.290266180973173e-10,0.18539205741337367,0.4041919198470268,0.21879986243365313,7.471293232153896e-11,0.532,0.55,0.018000000000000016,0.47531099082494677,0.38054926031718017,0.40589350280691816,0.02534424248973799,0.23445870668357313
