,run,ndcg (base),ndcg (fuse),ndcg (diff),ndcg (pval),map (base),map (fuse),map (diff),map (pval),precision@10 (base),precision@10 (fuse),precision@10 (diff),precision@10 (pval),bpref (base),bpref (fuse),bpref (diff),bpref (pval),mrr (base),mrr (fuse),mrr (diff),mrr (pval)
0,UDInfoPMSA3,0.4898854026126848,0.6021421827219011,0.1122567801092163,4.832120491663276e-06,0.16427658504533418,0.2071337544236809,0.042857169378346716,0.015305146964802013,0.4233333333333333,0.2733333333333334,-0.1499999999999999,3.937047538213423e-05,0.25651730476999196,0.19451344135291446,-0.062003863417077504,0.00031353695986224774,0.697053022077452,0.518553327763854,-0.17849969431359802,0.04116730786875027
1,ielabRun3,0.03921843989991786,0.4586231027561726,0.4194046628562547,1.1528718188624745e-17,0.0019699761929898993,0.10271150033683253,0.10074152414384263,1.190227890923562e-07,0.013333333333333334,0.07666666666666667,0.06333333333333334,0.0003220849657576039,0.024086735434636308,0.09957392929064661,0.0754871938560103,0.0004700092566184189,0.02365574291974188,0.30610269717670135,0.2824469542569595,0.00045354589051708083
2,ECNU_M_5,0.42896818734352743,0.5795783973768138,0.1506102100332864,2.497849732919104e-07,0.14069852492531235,0.1958915774056641,0.05519305248035175,0.0013978384115498224,0.3766666666666667,0.25,-0.1266666666666667,0.0003668435655402831,0.22194969243123094,0.1799213329401346,-0.042028359491096345,0.004787198508031864,0.6041984460079088,0.4495568185476907,-0.15464162746021815,0.052983784625466754
3,aCSIROmedMGB,0.2303287440275711,0.49713115655369583,0.26680241252612474,3.8241802714112225e-16,0.043030178160851376,0.13641845181485415,0.09338827365400278,3.984366327553757e-07,0.22,0.19666666666666668,-0.023333333333333317,0.32558198801619376,0.1581465148138911,0.13800738144784933,-0.020139133366041784,0.20121811658535718,0.44284510650530556,0.407384957321398,-0.03546014918390755,0.6379974318158446
4,mayonlppm2,0.3031250196489231,0.5256130326554936,0.22248801300657056,8.199661375036458e-10,0.07294142501437796,0.15228697076938863,0.07934554575501067,8.083352008153813e-05,0.37999999999999995,0.25333333333333335,-0.1266666666666666,0.0005902244090351751,0.1733475143002389,0.16258409634478774,-0.01076341795545116,0.552309398880406,0.6083121237000547,0.4755729601782233,-0.1327391635218314,0.1345069285280103
5,mayonlppm1,0.26782043245199916,0.530662019689776,0.26284158723777684,6.4814886547764234e-09,0.08343671984725409,0.15799587630860562,0.07455915646135153,0.00016557989508770988,0.4066666666666666,0.26999999999999996,-0.13666666666666666,0.00012469559190100583,0.14440814896483228,0.1713473102567892,0.02693916129195692,0.3432217641604164,0.6872573561703997,0.5153511303511303,-0.1719062258192694,0.06594452565493986
6,SDSFU_Jnal,0.33075950649502145,0.5382681725141719,0.20750866601915047,1.8352453181084497e-11,0.08543384030804704,0.16520758172253205,0.07977374141448501,1.2822258619822386e-05,0.26,0.18666666666666668,-0.07333333333333333,0.005452376252782342,0.19356851609856754,0.16085090003981037,-0.03271761605875717,0.04252794492309773,0.44086241161404555,0.3920368614104312,-0.04882555020361434,0.5189371490833918
7,Textual,0.4182506832113502,0.5801607883667798,0.16191010515542953,3.9367163287142545e-09,0.14312235374354115,0.19848056126244756,0.05535820751890641,0.001631709059875734,0.4333333333333333,0.2866666666666667,-0.1466666666666666,1.830914328381002e-05,0.2306010387067867,0.19446349183229764,-0.03613754687448906,0.012205999444161886,0.7402525252525252,0.5064298515104967,-0.23382267374202848,0.004210937822568843
8,KISTI02,0.39809661002114005,0.5451311391090972,0.1470345290879571,4.527465016823239e-07,0.12470921074416737,0.1786349386550915,0.053925727910924134,0.0014590791429205648,0.38999999999999996,0.25,-0.13999999999999996,0.0006045672300535918,0.2131953561722512,0.17698283405273835,-0.03621252211951284,0.009600568938162194,0.6630256740238568,0.5032222222222222,-0.15980345180163458,0.08089111644675309
9,cbnuSA3,0.2618993070661933,0.4971539621704309,0.2352546551042376,1.7275932710713686e-10,0.05777658384233475,0.14213198234427685,0.0843553985019421,4.152175207586429e-06,0.19333333333333336,0.14333333333333334,-0.05000000000000002,0.12156571883615787,0.16572984437980226,0.14079324403823426,-0.024936600341568,0.11593826876899274,0.2896637209417577,0.34557003340301085,0.05590631246125316,0.4754431053378765
