,run,ndcg (base),ndcg (fuse),ndcg (diff),ndcg (pval),map (base),map (fuse),map (diff),map (pval),precision@10 (base),precision@10 (fuse),precision@10 (diff),precision@10 (pval),bpref (base),bpref (fuse),bpref (diff),bpref (pval)
0,UDInfoPMSA3,0.4898854026126848,0.6192208488877817,0.1293354462750969,4.472648327531072e-06,0.16427658504533418,0.24137057018373018,0.07709398513839599,0.0020080472522075285,0.4233333333333333,0.37,-0.05333333333333329,0.12190855212262412,0.25651730476999196,0.21621636043320017,-0.040300944336791794,0.030826138538821157
1,ielabRun3,0.03921843989991786,0.4988228537679255,0.45960441386800766,3.452099095541412e-18,0.0019699761929898993,0.1600359178027261,0.15806594160973622,1.424961350904082e-07,0.013333333333333334,0.13333333333333336,0.12000000000000002,0.0005391910320286723,0.024086735434636308,0.12958666383455902,0.10549992839992271,8.255346920664494e-05
2,ECNU_M_5,0.42896818734352743,0.6044272524921173,0.17545906514858983,2.119582602583907e-08,0.14069852492531235,0.23387045193377015,0.0931719270084578,0.00011905143382893715,0.3766666666666667,0.34,-0.03666666666666668,0.38906033641934135,0.22194969243123094,0.20599617663881983,-0.01595351579241111,0.31238056138263276
3,aCSIROmedMGB,0.2303287440275711,0.5440941781740255,0.3137654341464544,6.372884649460358e-18,0.043030178160851376,0.2050104813520484,0.16198030319119705,9.863177712009089e-08,0.22,0.2866666666666667,0.06666666666666668,0.015672206359692232,0.1581465148138911,0.18049191823720623,0.02234540342331512,0.12038528452454036
4,mayonlppm2,0.3031250196489231,0.557309986028049,0.25418496637912597,6.069553149656516e-10,0.07294142501437796,0.21066636755950635,0.1377249425451284,8.870920275811923e-06,0.37999999999999995,0.29666666666666663,-0.08333333333333331,0.0680419129548264,0.1733475143002389,0.1964465667505569,0.023099052450318014,0.21828669670673317
5,mayonlppm1,0.26782043245199916,0.544834038771693,0.27701360631969385,2.9055439158762984e-08,0.08343671984725409,0.20005913643363374,0.11662241658637965,0.00011843066046832642,0.4066666666666666,0.29,-0.11666666666666664,0.005592322668760112,0.14440814896483228,0.18216780087422665,0.03775965190939437,0.2210038038286885
6,SDSFU_Jnal,0.33075950649502145,0.5754909106517981,0.2447314041567767,3.05203762885299e-13,0.08543384030804704,0.21772133682812408,0.13228749652007704,1.212762930049457e-06,0.26,0.3066666666666667,0.04666666666666669,0.11912947681226921,0.19356851609856754,0.19496246608174672,0.0013939499831791824,0.9226244592153316
7,Textual,0.4182506832113502,0.5913023924787224,0.17305170926737218,2.5603680065895086e-09,0.14312235374354115,0.22367588959476634,0.08055353585122518,0.0010754573971295343,0.4333333333333333,0.35,-0.08333333333333331,0.04393901485148255,0.2306010387067867,0.19244912366780617,-0.03815191503898052,0.0447905591868016
8,KISTI02,0.39809661002114005,0.5677219632919915,0.1696253532708515,1.6700946767123437e-07,0.12470921074416737,0.22239409030963692,0.09768487956546955,0.0001003280243668937,0.38999999999999996,0.3366666666666667,-0.05333333333333323,0.19935961429587234,0.2131953561722512,0.2042684089302377,-0.008926947242013483,0.5589214613238274
9,cbnuSA3,0.2618993070661933,0.5472162986670276,0.2853169916008343,8.92100189255265e-12,0.05777658384233475,0.20866342219899223,0.15088683835665748,2.8566491446721725e-07,0.19333333333333336,0.29666666666666663,0.10333333333333328,0.014368039361434133,0.16572984437980226,0.18916066127930575,0.023430816899503493,0.18181413756510323
10,UNTIIAIS,0.13683309392119292,0.5337898097614874,0.39695671584029446,1.622680064043183e-14,0.04906389929560319,0.19263582399193305,0.14357192469632984,3.550408184658289e-07,0.19666666666666668,0.26666666666666666,0.06999999999999998,0.083074665514429,0.09361198434417717,0.16088421401801736,0.0672722296738402,0.0035452443376781098
11,UWMSOIS8,0.4317690792157867,0.5830862872181046,0.1513172080023179,1.991076353295801e-08,0.13139449149952195,0.23111804045807777,0.09972354895855581,2.363658501640766e-05,0.3566666666666667,0.3733333333333333,0.016666666666666607,0.6743985985089087,0.22526971271738586,0.21424777371503412,-0.011021939002351738,0.4312644163783774
12,mRun2BslOth,0.4840548092070225,0.6188490836824135,0.13479427447539105,2.1669977232299136e-06,0.16266780626867156,0.24065218458540932,0.07798437831673777,0.0013884705728282624,0.45666666666666667,0.33999999999999997,-0.1166666666666667,0.004407642510605543,0.251918508200277,0.2139310047511042,-0.037987503449172816,0.03263315581373088
13,UDInfoPMSA7,0.5009116150748381,0.6242495685123816,0.1233379534375435,4.292197022091819e-05,0.1760786498808,0.24838041307060255,0.07230176318980255,0.00390638325865815,0.43666666666666665,0.38666666666666666,-0.04999999999999999,0.2524197903740186,0.2699954049555224,0.22856790641691851,-0.04142749853860386,0.042482250822624495
14,udelT1PRF,0.4369351713392041,0.605751709898138,0.16881653855893386,2.7120861003842708e-08,0.14979613119810123,0.23717084316561785,0.08737471196751662,0.00045087888327050935,0.41333333333333333,0.3466666666666667,-0.06666666666666665,0.1475806582660694,0.24277719956823976,0.20627783631055258,-0.036499363257687184,0.07837930341696651
15,POZabsBB2GRn,0.24492141267480136,0.5625071260163973,0.3175857133415959,3.4089983637731062e-15,0.0711226721141482,0.21340228296565386,0.14227961085150564,5.176315828295948e-06,0.35333333333333333,0.3633333333333334,0.010000000000000064,0.7935437640674015,0.1809269735097742,0.19665091464514217,0.015723941135367958,0.49278687499227636
16,SIBTMlit1,0.5138078397993017,0.6326359901525114,0.1188281503532097,3.953410234915218e-06,0.19221513877086974,0.25290344829028644,0.0606883095194167,0.018565054224193783,0.5199999999999999,0.37333333333333335,-0.14666666666666656,0.0010608907037473793,0.29845490836140465,0.22451689710809478,-0.07393801125330987,0.001956786332828335
17,ielabRun1,0.03656287853704389,0.49949211667234317,0.4629292381352993,3.9020709440315126e-18,0.0019001549659513064,0.16119769376929508,0.15929753880334377,1.4717788657396994e-07,0.02666666666666667,0.13,0.10333333333333333,0.001631499066368792,0.020688983627603245,0.13288253324465818,0.11219354961705494,5.3952267657672225e-05
18,UD_GU_SA_4,0.4676793578405223,0.6200599435571822,0.1523805857166599,0.0002818477448171169,0.18871845466775442,0.24169205687384737,0.05297360220609296,0.15921274403915628,0.6233333333333333,0.40000000000000013,-0.22333333333333316,2.3200335331694502e-05,0.31904159362888257,0.22592945037938822,-0.09311214324949435,0.009634598240428111
19,UTDHLTAF,0.5388670299211648,0.6396316658631872,0.10076463594202245,0.0009509624665863062,0.22443297919534008,0.2599102575041103,0.035477278308770205,0.2811200543698993,0.6299999999999998,0.43333333333333335,-0.19666666666666643,5.0413576097713615e-05,0.3470272642031841,0.23430576799482575,-0.11272149620835833,0.00016407270279834458
20,UD_GU_SA_5,0.47347284749937846,0.6212913578594113,0.1478185103600328,0.0004632052171991095,0.19415565727282014,0.24267808085158915,0.048522423578769014,0.19929036188399352,0.6466666666666667,0.4000000000000001,-0.24666666666666665,1.6647272012289576e-05,0.3225380734322331,0.22694699957924983,-0.0955910738529833,0.008205781049668721
21,UWMSOIS9,0.4333084091901537,0.5819752035094631,0.1486667943193094,3.725423098514899e-08,0.1319912229980944,0.23066292292756238,0.09867169992946798,3.064255741779243e-05,0.3566666666666667,0.3733333333333333,0.016666666666666607,0.6743985985089087,0.22532304605071918,0.21330476784633473,-0.012018278204384447,0.38969560172703666
22,cbnuSA2,0.25573292692858235,0.5483969905406875,0.2926640636121051,3.772641992179067e-12,0.051512200588957495,0.20705305804041585,0.15554085745145835,2.5597543115629234e-07,0.16000000000000003,0.28666666666666674,0.1266666666666667,0.0034749403541443342,0.16170440158562197,0.1900724008658799,0.028367999280257933,0.12282256569372614
23,pms_run1,0.2933652574310495,0.5624363400131712,0.2690710825821217,5.5731220347420404e-12,0.09542217945248517,0.21899478430722466,0.12357260485473949,1.9806158655754583e-05,0.46666666666666656,0.3566666666666667,-0.10999999999999988,0.013663769316448235,0.1970078046023033,0.20191259870181255,0.004904794099509252,0.7950638477526085
