,run,ndcg (base),ndcg (fuse),ndcg (diff),ndcg (pval),map (base),map (fuse),map (diff),map (pval),precision@10 (base),precision@10 (fuse),precision@10 (diff),precision@10 (pval),bpref (base),bpref (fuse),bpref (diff),bpref (pval),mrr (base),mrr (fuse),mrr (diff),mrr (pval)
0,sils_run2,0.5356019108820126,0.678323902291523,0.14272199140951036,3.088264710339392e-08,0.2241567446553526,0.34671343524757664,0.12255669059222404,6.660522659935606e-06,0.5925,0.4375,-0.15500000000000003,6.164440386861491e-05,0.3497277031414247,0.3217239371148537,-0.02800376602657101,0.08963344571380125,0.8011408730158729,0.5913997113997114,-0.20974116161616152,0.0023594044217057812
1,BM25,0.5870132722598846,0.6853031778310502,0.09828990557116557,0.0003033677101838811,0.2583769959563904,0.35444696484258487,0.09606996888619446,0.0013540071512165182,0.5125,0.40750000000000003,-0.10499999999999993,0.0064917046580324584,0.39457057865943373,0.32468562514400784,-0.0698849535154259,0.002031071497779193,0.7274377230956178,0.580159538174244,-0.1472781849213738,0.04333455212406646
2,MedIR4,0.43274487154452324,0.6565647363419483,0.2238198647974251,2.1263401094407475e-10,0.19797756916295023,0.33236522488625914,0.1343876557233089,1.551948057336115e-05,0.525,0.4025,-0.1225,0.0005459427661823349,0.28494522709559694,0.30533111523194145,0.02038588813634451,0.41735911142319226,0.6497363945578231,0.574220742811996,-0.07551565174582708,0.24135141806975668
3,imi_mug2_t,0.4658999137945382,0.6715703133446367,0.20567039955009847,9.209198671376535e-11,0.2058089149975188,0.339892193812123,0.1340832788146042,1.1524461696110973e-05,0.5700000000000001,0.44000000000000006,-0.13,0.00012008565806052124,0.3257490160786759,0.31532747961309565,-0.01042153646558025,0.6469689240509195,0.7469925213675214,0.5784929653679654,-0.16849955599955602,0.012260036318018806
4,SAsimpleLGD,0.5790625445542751,0.6883944248238207,0.10933188026954566,0.00019867388479795285,0.2603144818515298,0.35118843177055126,0.09087394991902148,0.003012641671883915,0.54,0.4025,-0.1375,0.0010537076401066477,0.37759495677794186,0.3161381701034138,-0.061456786674528086,0.0073880154231503615,0.7415456030897207,0.5854122266622266,-0.15613337642749414,0.005744540343568595
5,cbnuSA3,0.4417943139949937,0.6518435752453933,0.21004926125039958,2.2127462506224177e-09,0.16582182088395303,0.31399664807844757,0.14817482719449454,2.0545129837038642e-06,0.42749999999999994,0.3875,-0.039999999999999925,0.2557383095112604,0.3061020038805998,0.28920847273055267,-0.01689353115004716,0.4625772621598897,0.5875453842242945,0.5579660744484618,-0.029579309775832674,0.6446969808562529
6,MedIR5,0.5195583948299652,0.6776338993674788,0.1580755045375135,6.234493707829637e-07,0.24225092379904273,0.3482285179563407,0.10597759415729796,0.00046965174171608744,0.5125,0.4125,-0.09999999999999998,0.00805432332525045,0.33378919247998406,0.3145760453912569,-0.019213147088727178,0.403078067834698,0.6545262825409883,0.5665223665223665,-0.08800391601862179,0.19284876178510224
7,BM25neopcomd,0.57932810967192,0.6821104003749624,0.10278229070304234,0.00031576265680764465,0.25483207514109296,0.35160462717551655,0.09677255203442359,0.0014136161698438598,0.5125000000000001,0.41000000000000003,-0.10250000000000004,0.011499016811748879,0.39004838120837804,0.32245751977935166,-0.06759086142902637,0.004641168641082691,0.7144326725905673,0.5592445054945054,-0.15518816709606187,0.03594600588683777
8,SIBTMlit1,0.573152960741027,0.6873301457437082,0.11417718500268126,1.7997966423780754e-05,0.2614206793518174,0.35849891988077626,0.09707824052895886,0.0011671540402535614,0.6275,0.43,-0.19749999999999995,7.196724396237195e-07,0.3908821753855688,0.33146076941889274,-0.059421405966676055,0.003031982335889034,0.7556089743589743,0.5377083333333333,-0.217900641025641,0.00043086040671720254
9,DutirRun3,0.5928730680787329,0.6886845526486931,0.09581148456996025,0.0008461461658349388,0.27753605336429843,0.3577744499456613,0.08023839658136289,0.008420399147101907,0.5825,0.43499999999999994,-0.14750000000000008,0.0008198684378832511,0.3963486362891075,0.32257725259206627,-0.07377138369704123,0.0022365814919695823,0.7235867233433975,0.5846064814814815,-0.13898024186191593,0.04342258067110564
