,run,ndcg (base),ndcg (fuse),ndcg (diff),ndcg (pval),map (base),map (fuse),map (diff),map (pval),precision@10 (base),precision@10 (fuse),precision@10 (diff),precision@10 (pval),bpref (base),bpref (fuse),bpref (diff),bpref (pval),mrr (base),mrr (fuse),mrr (diff),mrr (pval)
0,sils_run2,0.5356019108820126,0.5789001655838486,0.043298254701836014,0.06809490239108557,0.2241567446553526,0.15858584412672538,-0.06557090052862721,0.00036535697997361544,0.5925,0.3125,-0.28,2.880249610560147e-08,0.3497277031414247,0.28210304899869004,-0.06762465414273466,0.00477263707570008,0.8011408730158729,0.48001961906223,-0.3211212539536429,6.27369924969738e-06
1,BM25,0.5870132722598846,0.6036367202073596,0.016623447947474945,0.5092083073025608,0.2583769959563904,0.19561146553186612,-0.06276553042452429,0.00431745917524904,0.5125,0.3075,-0.20499999999999996,1.9290962550538602e-06,0.39457057865943373,0.29652182175063124,-0.09804875690880249,0.00025567607034153764,0.7274377230956178,0.4354339242903171,-0.29200379880530075,0.000532388669825427
2,MedIR4,0.43274487154452324,0.6074123808713521,0.17466750932682884,4.204101259876776e-06,0.19797756916295023,0.24016261071185396,0.042185041548903734,0.15352023115802135,0.525,0.2875,-0.23750000000000004,1.7896327753711366e-06,0.28494522709559694,0.24275338727007717,-0.04219183982551977,0.20169589985061964,0.6497363945578231,0.4184938898661724,-0.23124250469165064,0.0014521902434776973
3,imi_mug2_t,0.4658999137945382,0.6039631395698399,0.13806322577530172,2.5238991580275085e-05,0.2058089149975188,0.21161021148078457,0.005801296483265772,0.8259730539104928,0.5700000000000001,0.32,-0.25000000000000006,4.680500295310491e-07,0.3257490160786759,0.26952249921970545,-0.056226516858970454,0.04155184166999189,0.7469925213675214,0.4455204720301385,-0.30147204933738286,0.00012188399220175332
4,SAsimpleLGD,0.5790625445542751,0.6159270380532467,0.036864493498971584,0.19611661448286735,0.2603144818515298,0.2025748808319054,-0.05773960101962439,0.012169116365136292,0.54,0.3175,-0.22250000000000003,1.9089135842591766e-06,0.37759495677794186,0.2808882036664079,-0.09670675311153398,0.0005375229650118027,0.7415456030897207,0.48649831070723426,-0.25504729238248647,0.0002148813369853359
5,cbnuSA3,0.4417943139949937,0.5908185969795904,0.1490242829845967,2.605570008367229e-05,0.16582182088395303,0.18632902822591996,0.020507207341966927,0.3365320019529505,0.42749999999999994,0.315,-0.11249999999999993,0.014927615817139807,0.3061020038805998,0.2447061995737026,-0.06139580430689723,0.04446021983927048,0.5875453842242945,0.4523938031161062,-0.13515158110818826,0.09012041082289927
6,MedIR5,0.5195583948299652,0.6160643071374433,0.09650591230747807,0.004009900392868875,0.24225092379904273,0.23811042323211176,-0.004140500566930966,0.880804958084917,0.5125,0.27999999999999997,-0.23249999999999998,4.6497450190945505e-06,0.33378919247998406,0.24888441288710497,-0.08490477959287909,0.0076116130968870155,0.6545262825409883,0.4033969389978653,-0.25112934354312305,0.0005269351946310867
7,BM25neopcomd,0.57932810967192,0.6052943214636113,0.02596621179169123,0.3351569387974319,0.25483207514109296,0.19751707866172702,-0.05731499647936594,0.01444661952188643,0.5125000000000001,0.2975,-0.21500000000000008,1.945742595038923e-06,0.39004838120837804,0.2975557349928007,-0.09249264621557735,0.0009649451622948856,0.7144326725905673,0.4509101147665075,-0.2635225578240598,0.0017519333124358717
8,SIBTMlit1,0.573152960741027,0.6095860006934779,0.03643303995245095,0.17372788204641076,0.2614206793518174,0.2038877002861345,-0.05753297906568289,0.01862536585575607,0.6275,0.29,-0.33749999999999997,2.7287478589297696e-10,0.3908821753855688,0.2924808171465945,-0.09840135823897428,0.0001820081246044964,0.7556089743589743,0.4212838833978214,-0.3343250909611529,8.30735794791989e-05
9,DutirRun3,0.5928730680787329,0.5952710877177395,0.0023980196390066544,0.9346678852947645,0.27753605336429843,0.1794598472079024,-0.09807620615639603,0.0002393236120905856,0.5825,0.2925,-0.29000000000000004,4.554159725292806e-07,0.3963486362891075,0.3081713636501144,-0.08817727263899311,0.00209024010506291,0.7235867233433975,0.41389260445007353,-0.30969411889332393,5.0521363332007235e-05
10,ccnl_sa1,0.5601362682716481,0.5957601653855586,0.03562389711391056,0.13537577078891574,0.2525434364502023,0.1931993738531307,-0.05934406259707156,0.0062739714348465465,0.645,0.20249999999999999,-0.4425,4.465345013957215e-12,0.41262914013693075,0.29794885171076474,-0.11468028842616601,4.9764338304950616e-05,0.8670536540240519,0.5383957512905322,-0.3286579027335197,4.906112515517024e-06
11,cbnuSA2,0.472278917145187,0.5895727093228034,0.11729379217761637,0.0005811789203817381,0.18573489351258435,0.18556700999452777,-0.00016788351805657742,0.9937261071312993,0.4625,0.3125,-0.15000000000000002,0.0025672129285249003,0.31363045522474736,0.25092223063666524,-0.06270822458808212,0.03586990545575426,0.631189377510535,0.4514049880745853,-0.17978438943594977,0.03849103425743268
12,imi_mug3_t,0.46548829708165396,0.6065463747306782,0.14105807764902423,1.601152266487097e-05,0.19950250120533203,0.2086284699131368,0.009125968707804771,0.7253515974531767,0.5675000000000001,0.33499999999999996,-0.23250000000000015,4.918831225942956e-06,0.3294353363276953,0.274704956590454,-0.054730379737241264,0.039603100816641354,0.8154166666666667,0.5377501721289754,-0.2776664945376913,7.166765179618322e-05
13,SA_bc,0.5725425369078467,0.6134036279505699,0.040861091042723174,0.21937162588563566,0.248579095125341,0.24058469295978716,-0.007994402165553832,0.7884385757834972,0.515,0.2625,-0.2525,1.7853306480694335e-07,0.37062236448342895,0.18628814592285933,-0.1843342185605696,5.124419181668053e-07,0.7303873626373626,0.45167295341032504,-0.27871440922703755,0.000572732353279801
14,run4,0.3458299993175407,0.6055893562592071,0.25975935694166635,1.2673464283528617e-10,0.10981081228031644,0.24887818183962743,0.13906736955931098,2.2762939464535232e-05,0.3875,0.2925,-0.09500000000000003,0.028448656995299634,0.2150265840130901,0.20101407143186334,-0.014012512581226766,0.6386262508967722,0.5957058593203449,0.44795389553383735,-0.14775196378650757,0.03253992952803586
15,SIBTMlit3,0.43151888805085986,0.5944110417415164,0.16289215369065652,0.00015297660276783874,0.16317037331975626,0.20832298178548658,0.045152608465730326,0.1813942327898476,0.5575,0.305,-0.2525,2.6528683303975847e-07,0.2644204958765676,0.21232597987310298,-0.0520945160034646,0.1901196345957912,0.8273771367521368,0.4825345978255461,-0.34484253892659067,4.196016588245491e-06
16,dfr_9464,0.5549950132814475,0.6018889286628891,0.04689391538144161,0.09592890458887944,0.23955490354995534,0.19288842872216175,-0.0466664748277936,0.0362473584702293,0.5125,0.3025,-0.20999999999999996,3.4797989677158524e-06,0.35767527129255827,0.2752617016228599,-0.08241356966969837,0.004170386515086647,0.7032251082251083,0.4440461329606066,-0.25917897526450173,0.0015809529916682226
17,cbnuSA4,0.4477036560773916,0.5882930306565954,0.14058937457920384,5.961085245909503e-05,0.16917337960842765,0.1842146411870566,0.01504126157862895,0.48412321407688175,0.43249999999999994,0.3075,-0.12499999999999994,0.0063977243181453265,0.30832178255424986,0.24509316870690712,-0.06322861384734274,0.04027170031259257,0.5990349880382775,0.43088778518843823,-0.16814720284983925,0.0190789311277476
18,sa_ft,0.38983344227273464,0.6254810674402712,0.23564762516753657,8.049031807857906e-08,0.18757309021468754,0.2771361276667278,0.08956303745204025,0.019736426877269585,0.5675000000000001,0.2925,-0.27500000000000013,3.1577674176782527e-06,0.25282822171266084,0.23567546948519214,-0.017152752227468704,0.6522357144908574,0.7121212121212122,0.45332743568481887,-0.2587937764363933,9.182415528694679e-05
19,jlpmltrin,0.4924525218303598,0.5810665168317429,0.08861399500138312,0.0002606361714669885,0.11923387516440782,0.22141763808236728,0.10218376291795946,0.00025990888461391277,0.14250000000000002,0.155,0.012499999999999983,0.6951337940285408,0.356940814846323,0.18855351791122663,-0.16838729693509638,1.8766376290431379e-06,0.3268851296203549,0.29308903284644383,-0.033796096773911044,0.5391787912358124
20,jlpmtrboost,0.23942043944037006,0.608709188567261,0.3692887491268909,4.750274800842421e-16,0.09880655953562828,0.2525076482013688,0.1537010886657405,8.981069101170916e-06,0.5925,0.3275,-0.265,3.1484800015750953e-09,0.15111718695160437,0.2482762139701705,0.09715902701856613,0.004324773335789293,0.8104746642246642,0.5678307623930557,-0.24264390183160844,0.0004318294208240569
21,SA_DPH_letor,0.5530710652209896,0.6008169594579253,0.04774589423693576,0.06975439379995035,0.22062797610182439,0.18325946334307025,-0.037368512758754135,0.03136103719187651,0.5,0.32,-0.18,2.6030923077229182e-05,0.3621584189515502,0.2807902916352103,-0.08136812731633991,0.0004063072615730769,0.6544261294261294,0.44869081695796653,-0.2057353124681629,0.005840586463402274
22,BM25neop01,0.5808852025621446,0.6059671133762266,0.025081910814081954,0.3534164249758238,0.2560870047688298,0.19812777716007152,-0.05795922760875827,0.013657992873414326,0.515,0.2975,-0.21750000000000003,1.3866050713746436e-06,0.39018070033425617,0.29838966550288487,-0.0917910348313713,0.001042822608961929,0.7144326725905673,0.452338686195079,-0.2620939863954883,0.0017860776179715722
23,sa_base_rr,0.37514736258528336,0.6258198614790131,0.2506724988937298,1.1810056762152235e-08,0.17692001240040794,0.2764536877691423,0.09953367536873436,0.009206362221436417,0.56,0.2975,-0.26250000000000007,1.7938026696714294e-06,0.24067622917783077,0.23511217230465808,-0.005564056873172685,0.8814637763068878,0.719845323264441,0.4857738057442004,-0.23407151752024052,0.0006965998709587291
