,run,ndcg (base),ndcg (fuse),ndcg (diff),ndcg (pval),map (base),map (fuse),map (diff),map (pval),precision@10 (base),precision@10 (fuse),precision@10 (diff),precision@10 (pval),bpref (base),bpref (fuse),bpref (diff),bpref (pval),mrr (base),mrr (fuse),mrr (diff),mrr (pval)
0,sils_run2,0.5356019108820126,0.48600364004288343,-0.049598270839129155,0.05370967138200543,0.2241567446553526,0.07709353115534287,-0.14706321350000973,1.2002889214286438e-09,0.5925,0.2325,-0.36,4.509508563434861e-10,0.3497277031414247,0.24109612303074623,-0.10863158011067847,2.3674091263097774e-05,0.8011408730158729,0.4141473124137162,-0.38699356060215667,4.5983058368856844e-07
1,BM25,0.5870132722598846,0.49636331160305536,-0.09064996065682929,0.0024664883913322806,0.2583769959563904,0.0807586320070602,-0.17761836394933023,6.095114532834905e-09,0.5125,0.215,-0.2975,6.671542717486275e-08,0.39457057865943373,0.25253325487244765,-0.14203732378698608,2.1865586403488882e-05,0.7274377230956178,0.34446697592548914,-0.3829707471701287,3.222497341902468e-06
2,MedIR4,0.43274487154452324,0.5353465800539622,0.10260170850943895,0.004922798632916313,0.19797756916295023,0.14410212652844806,-0.05387544263450217,0.04825891850916097,0.525,0.26,-0.265,1.9193334628990408e-07,0.28494522709559694,0.23424508293420496,-0.050700144161391986,0.13649092184407718,0.6497363945578231,0.43736937507129026,-0.2123670194865328,0.0027381149769658423
3,imi_mug2_t,0.4658999137945382,0.522690678202651,0.056790764408112815,0.06181478118730304,0.2058089149975188,0.11655345199876976,-0.08925546299874904,0.0017159562596749205,0.5700000000000001,0.2575,-0.31250000000000006,1.2360317023931387e-07,0.3257490160786759,0.24821598945708456,-0.07753302662159134,0.008629662907756136,0.7469925213675214,0.3892780231978904,-0.35771449816963097,1.4541475735286374e-05
4,SAsimpleLGD,0.5790625445542751,0.5080082833698543,-0.07105426118442082,0.030335792131365304,0.2603144818515298,0.08618101376192033,-0.17413346808960944,1.0784072759581906e-08,0.54,0.25749999999999995,-0.2825000000000001,1.638116621040721e-07,0.37759495677794186,0.2487504341076086,-0.12884452267033325,8.770601190406986e-05,0.7415456030897207,0.43524498435579206,-0.30630061873392866,0.00022145844150491052
5,cbnuSA3,0.4417943139949937,0.4940830443538185,0.05228873035882481,0.1082128915448137,0.16582182088395303,0.08108877764873412,-0.08473304323521891,0.00010974030516998106,0.42749999999999994,0.29500000000000004,-0.1324999999999999,0.004592904834316175,0.3061020038805998,0.2444387712411146,-0.06166323263948523,0.03506996200099218,0.5875453842242945,0.43083438454296097,-0.1567109996813335,0.052334762594130856
6,MedIR5,0.5195583948299652,0.5317073717590922,0.012148976929126976,0.7115399491753767,0.24225092379904273,0.1298413433943006,-0.11240958040474214,8.4011389837353e-05,0.5125,0.24499999999999997,-0.26749999999999996,4.6719427957875686e-07,0.33378919247998406,0.2417951278105243,-0.09199406466945975,0.006220303966727816,0.6545262825409883,0.3789290865157733,-0.27559719602521504,0.00018853363863893335
7,BM25neopcomd,0.57932810967192,0.49818714921864016,-0.0811409604532799,0.008007265456172375,0.25483207514109296,0.08104688798423572,-0.17378518715685726,1.3779117717910083e-08,0.5125000000000001,0.225,-0.2875000000000001,1.835904650350911e-07,0.39004838120837804,0.25266351608968574,-0.1373848651186923,6.977544786659261e-05,0.7144326725905673,0.40437762910497665,-0.31005504348559065,0.0003159653249049757
8,SIBTMlit1,0.573152960741027,0.5193732594902902,-0.05377970125073672,0.0481145993792211,0.2614206793518174,0.10139962954994781,-0.1600210498018696,9.327686928742912e-09,0.6275,0.23000000000000004,-0.3974999999999999,6.174617621094378e-11,0.3908821753855688,0.2510306780082728,-0.13985149737729602,1.2674151150538133e-05,0.7556089743589743,0.38651045744815327,-0.3690985169108211,5.0808821648613106e-06
9,DutirRun3,0.5928730680787329,0.504270891904244,-0.08860217617448884,0.00807934470516211,0.27753605336429843,0.08570274617299756,-0.19183330719130087,1.2745153442973876e-08,0.5825,0.2375,-0.34500000000000003,2.2040969400918017e-08,0.3963486362891075,0.24639211058073124,-0.14995652570837625,1.9963198068663506e-05,0.7235867233433975,0.3991407521179907,-0.32444597122540675,4.01686555324045e-05
10,ccnl_sa1,0.5601362682716481,0.5266567357834824,-0.03347953248816571,0.17220426760121296,0.2525434364502023,0.10498237758760993,-0.14756105886259235,4.331598883092438e-09,0.645,0.16749999999999998,-0.47750000000000004,1.0123054646703455e-13,0.41262914013693075,0.24775701472262082,-0.16487212541430993,5.623689727447386e-07,0.8670536540240519,0.4735157345022296,-0.39353791952182227,3.5058698797046756e-07
11,cbnuSA2,0.472278917145187,0.4940612648255908,0.021782347680403824,0.5096888635353384,0.18573489351258435,0.08129492611418483,-0.10443996739839952,9.351577431945282e-06,0.4625,0.2775,-0.185,0.00043372950693574424,0.31363045522474736,0.24516656752566082,-0.06846388769908654,0.018826145173481773,0.631189377510535,0.4720555011946098,-0.15913387631592524,0.08337178354593051
