,run,ndcg (base),ndcg (fuse),ndcg (diff),ndcg (pval),map (base),map (fuse),map (diff),map (pval),precision@10 (base),precision@10 (fuse),precision@10 (diff),precision@10 (pval),bpref (base),bpref (fuse),bpref (diff),bpref (pval),mrr (base),mrr (fuse),mrr (diff),mrr (pval)
0,sils_run2,0.5356019108820126,0.7276746103758122,0.19207269949379957,2.9211693839856454e-12,0.2241567446553526,0.41970209639754275,0.19554535174219015,5.898005191897736e-09,0.5925,0.535,-0.057499999999999996,0.046314590726981276,0.3497277031414247,0.3754622478714241,0.02573454472999942,0.1406421230129947,0.8011408730158729,0.7095833333333333,-0.09155753968253955,0.18176074055850613
1,BM25,0.5870132722598846,0.7484708266139313,0.16145755435404663,5.023160533426612e-08,0.2583769959563904,0.4498451313386978,0.1914681353823074,7.636765014449421e-08,0.5125,0.5325,0.020000000000000018,0.4864672846383701,0.39457057865943373,0.41424804583566494,0.0196774671762312,0.3359938282996071,0.7274377230956178,0.7575108225108226,0.03007309941520475,0.6468576118169975
2,MedIR4,0.43274487154452324,0.7080906126280244,0.2753457410835012,2.7213081138057956e-14,0.19797756916295023,0.3972118216665924,0.19923425250364218,8.1677773604114e-09,0.525,0.495,-0.030000000000000027,0.3830758839914672,0.28494522709559694,0.35621643943502673,0.07127121233942979,0.003502785676056016,0.6497363945578231,0.6943795093795094,0.04464311482168637,0.5159532571308748
3,imi_mug2_t,0.4658999137945382,0.7230842442096879,0.25718433041514965,3.928060621460563e-14,0.2058089149975188,0.4057004833330592,0.1998915683355404,1.3685551528840752e-08,0.5700000000000001,0.5125,-0.05750000000000011,0.053224969821977254,0.3257490160786759,0.36717589426572805,0.04142687818705215,0.0713856466103703,0.7469925213675214,0.7232638888888888,-0.02372863247863255,0.7133352028279667
4,SAsimpleLGD,0.5790625445542751,0.7403573584634624,0.16129481390918732,1.4831647695093046e-08,0.2603144818515298,0.42686159626842324,0.16654711441689346,3.383724316433421e-07,0.54,0.5225000000000001,-0.01749999999999996,0.5828785156807881,0.37759495677794186,0.3825901993169253,0.004995242538983424,0.7913185113405463,0.7415456030897207,0.738987423736618,-0.002558179353102763,0.9645310008821719
5,cbnuSA3,0.4417943139949937,0.7029351523262333,0.2611408383312396,1.7046054121540805e-12,0.16582182088395303,0.38145290618322425,0.21563108529927122,3.882939208312186e-09,0.42749999999999994,0.43499999999999994,0.007500000000000007,0.7672414557706501,0.3061020038805998,0.3402140845294522,0.03411208064885235,0.1310535196641518,0.5875453842242945,0.678467750257998,0.09092236603370352,0.12089134160219817
6,MedIR5,0.5195583948299652,0.7319102176833161,0.21235182285335086,5.5397098131993316e-11,0.24225092379904273,0.4162998548998531,0.17404893110081038,1.780816354874138e-07,0.5125,0.5075000000000001,-0.004999999999999893,0.8873724023326044,0.33378919247998406,0.36993887518130125,0.03614968270131719,0.09678558876339823,0.6545262825409883,0.7426760438026885,0.08814976126170015,0.2339886870934268
7,BM25neopcomd,0.57932810967192,0.747570595152771,0.16824248548085097,7.025026500205541e-08,0.25483207514109296,0.4479484277191258,0.19311635257803283,8.55936052281899e-08,0.5125000000000001,0.535,0.022499999999999964,0.47672394697711185,0.39004838120837804,0.41226056976949427,0.02221218856111623,0.3094282167618846,0.7144326725905673,0.757376893939394,0.042944221348826694,0.5256694271477989
8,SIBTMlit1,0.573152960741027,0.7487963479561661,0.17564338721513917,8.378912555706408e-10,0.2614206793518174,0.4403866656955163,0.17896598634369892,2.1871206184188443e-07,0.6275,0.5825,-0.04499999999999993,0.0890937394672446,0.3908821753855688,0.3922488964186386,0.0013667210330697843,0.9432527829643319,0.7556089743589743,0.7785524891774892,0.022943514818514865,0.7091706220040902
9,DutirRun3,0.5928730680787329,0.7463964776797299,0.15352340960099709,7.862833164010068e-07,0.27753605336429843,0.4402576599995105,0.16272160663521207,2.0404818665718703e-06,0.5825,0.5675000000000001,-0.014999999999999902,0.6411866947841502,0.3963486362891075,0.3987613111495754,0.0024126748604679227,0.910621372593287,0.7235867233433975,0.7385826572008114,0.014995933857413934,0.8457368399054165
