,run,ndcg (base),ndcg (fuse),ndcg (diff),ndcg (pval),map (base),map (fuse),map (diff),map (pval),precision@10 (base),precision@10 (fuse),precision@10 (diff),precision@10 (pval),bpref (base),bpref (fuse),bpref (diff),bpref (pval),ndcg@10 (base),ndcg@10 (fuse),ndcg@10 (diff),ndcg@10 (pval),ndcg@50 (base),ndcg@50 (fuse),ndcg@50 (diff),ndcg@50 (pval),ndcg@100 (base),ndcg@100 (fuse),ndcg@100 (diff),ndcg@100 (pval),ndcg@200 (base),ndcg@200 (fuse),ndcg@200 (diff),ndcg@200 (pval),ndcg@500 (base),ndcg@500 (fuse),ndcg@500 (diff),ndcg@500 (pval),ndcg@1000 (base),ndcg@1000 (fuse),ndcg@1000 (diff),ndcg@1000 (pval)
10,ccnl_sa1,0.5601362682716481,0.7183163720799746,0.15818010380832648,9.889472373737042e-09,0.2525434364502023,0.3943211873948318,0.14177775094462952,2.814940126616896e-05,0.645,0.5075000000000001,-0.13749999999999996,2.851113909979685e-05,0.41262914013693075,0.3495518420085235,-0.06307729812840723,0.009520041021922856,0.571835953939229,0.4589721033869135,-0.11286385055231551,0.00038307933508702235,0.4594897263230425,0.4468507174388585,-0.012639008884184011,0.5188485723828791,0.4420478126332849,0.4770155154842003,0.03496770285091538,0.07948495950980324,0.44921806054085345,0.5586183284897372,0.1094002679488838,3.2818038142193423e-06,0.5084796922413872,0.6911863320384452,0.18270663979705792,1.803528699444537e-09,0.5601362682716481,0.7156460818166668,0.1555098135450187,1.1916646092067599e-08
11,cbnuSA2,0.472278917145187,0.699141420175801,0.22686250303061406,3.70579053590853e-10,0.18573489351258435,0.36205866772493234,0.176323774212348,4.2460346299419183e-07,0.4625,0.37750000000000006,-0.08499999999999996,0.017518278356260214,0.31363045522474736,0.317891945478722,0.0042614902539746535,0.8653463722286306,0.4324064333481015,0.3738401650705047,-0.05856626827759681,0.11667731990935742,0.3755035459807639,0.3892733226415498,0.013769776660785882,0.5682274974422605,0.3627799026838601,0.4300074775725813,0.06722757488872116,0.004127023126894706,0.3729189542810872,0.5248001890962208,0.15188123481513366,2.7087267359231933e-08,0.43134336672649365,0.6764331708769606,0.245089804150467,3.318570982284669e-11,0.472278917145187,0.697663467261049,0.225384550115862,4.0989042826135845e-10
12,imi_mug3_t,0.46548829708165396,0.7048297895838547,0.23934149250220071,3.781640279327907e-12,0.19950250120533203,0.3737188682500679,0.17421636704473586,5.308171218954189e-07,0.5675000000000001,0.4425,-0.1250000000000001,0.0002445015442561753,0.3294353363276953,0.3323576366657225,0.002922300338027206,0.9100106387292001,0.5499511128619641,0.4101015803830063,-0.13984953247895776,2.3022164115548405e-05,0.43850935681200287,0.41811809295730723,-0.02039126385469564,0.3134516601295665,0.40588788805816856,0.44624255530514684,0.04035466724697828,0.04237908958992893,0.4008874898370779,0.5314754516161513,0.1305879617790734,1.0797551309605272e-07,0.4343109981008215,0.6856633294561526,0.2513523313553311,7.435526676399831e-13,0.46548829708165396,0.7037563191386853,0.23826802205703135,3.877334590735093e-12
13,SA_bc,0.5725425369078467,0.7091243395321379,0.1365818026242912,3.6726953795656455e-06,0.248579095125341,0.37771297654400915,0.12913388141866816,5.138260400993319e-05,0.515,0.37750000000000006,-0.13749999999999996,0.0001883908177295218,0.37062236448342895,0.3312904382703604,-0.039331926213068524,0.08486161531687267,0.5028580152798297,0.3677209432046537,-0.13513707207517595,0.0007608629768934965,0.4663682162140099,0.4126106981960442,-0.053757518017965744,0.01909115693397981,0.44043014892471105,0.45294544452188923,0.012515295597178178,0.5227912077184358,0.45837549782097753,0.5368700696083478,0.07849457178737029,0.00012844497037583052,0.5233557777544224,0.6874636077408548,0.16410782998643236,1.3964139265665863e-07,0.5725425369078467,0.7075070138091639,0.1349644769013172,3.822685172155648e-06
14,run4,0.3458299993175407,0.6667265372292486,0.32089653791170786,2.693918611179994e-15,0.10981081228031644,0.32894333665404607,0.21913252437372963,3.6176878726156836e-09,0.3875,0.3275,-0.06,0.09316650697321435,0.2150265840130901,0.2852833544394314,0.07025677042634132,0.009783073614516948,0.34988346741645665,0.31097521419056395,-0.0389082532258927,0.216360751640595,0.29093132066823124,0.3417795080883025,0.050848187420071245,0.0051697399146504236,0.27409292435855315,0.38970627650875267,0.11561335215019952,5.075667821790869e-08,0.2776086857715997,0.4862506423207356,0.20864195654913592,2.65601656719672e-14,0.32100557202064967,0.6424257070776824,0.32142013505703276,4.3267098016217e-16,0.3458299993175407,0.665800395338313,0.3199703960207723,2.6099598310054205e-15
15,SIBTMlit3,0.43151888805085986,0.6915108848029101,0.25999199675205026,8.965619854458728e-10,0.16317037331975626,0.35359548233340066,0.1904251090136444,1.5863925877559958e-06,0.5575,0.39249999999999996,-0.16500000000000004,2.62626518431365e-05,0.2644204958765676,0.31514610933658427,0.050725613460016694,0.09002466868443786,0.5330805664115985,0.36452206414513094,-0.16855850226646757,1.1251719606925757e-05,0.36382488245114175,0.389618049393219,0.025793166942077228,0.27103867893431044,0.33661156483230004,0.43063188058398916,0.09402031575168912,0.0003104920494444877,0.33337266757929596,0.5134457572196044,0.18007308964030844,1.6276883743628833e-08,0.38539447026496887,0.669881574577147,0.28448710431217816,1.564701517928207e-10,0.43151888805085986,0.6900545767968211,0.2585356887459613,9.308163637618909e-10
16,dfr_9464,0.5549950132814475,0.7162583341174759,0.16126332083602835,1.5117925954418767e-07,0.23955490354995534,0.38365711595664004,0.1441022124066847,1.8355443551076066e-05,0.5125,0.42750000000000005,-0.08499999999999991,0.02622806929763131,0.35767527129255827,0.3367831222623995,-0.02089214903015879,0.4048267595230043,0.47623358175808395,0.4073371466144547,-0.06889643514362925,0.09312557057928872,0.43421198159000296,0.415247189669164,-0.01896479192083894,0.449497450940642,0.42427373883818237,0.4471926517106749,0.022918912872492536,0.2863930386120558,0.43277488740312486,0.5450300035087929,0.11225511610566807,1.0427570859388783e-06,0.5070085620954804,0.6953934335889397,0.18838487149345928,6.8728544373486e-09,0.5549950132814475,0.7149180278754697,0.15992301459402214,1.5859643710894143e-07
17,cbnuSA4,0.4477036560773916,0.6921350261183601,0.2444313700409685,8.302128412391488e-11,0.16917337960842765,0.3557305276837649,0.18655714807533724,1.4662877891936284e-07,0.43249999999999994,0.38499999999999995,-0.04749999999999999,0.20929362633031026,0.30832178255424986,0.3102547764370177,0.0019329938827678528,0.9397676295083212,0.41756998339090234,0.3764999748912799,-0.041070008499622446,0.27820071755425685,0.3516713636502683,0.3819331940845193,0.030261830434251014,0.13812331859494995,0.33507907138725745,0.42272995853464146,0.087650887147384,0.00020247462370556196,0.34651939901698925,0.518305283296965,0.17178588427997576,5.244532505676301e-10,0.4075527938634765,0.6678181466384701,0.2602653527749936,5.181925488696118e-12,0.4477036560773916,0.6908185610568319,0.24311490497944033,9.103561352736736e-11
18,sa_ft,0.38983344227273464,0.696485362741888,0.30665192046915335,1.0933900459597826e-12,0.18757309021468754,0.37207116349631175,0.1844980732816242,2.71120116412805e-06,0.5675000000000001,0.4175,-0.15000000000000013,0.0007757294796918644,0.25282822171266084,0.3275971294980094,0.07476890778534856,0.030107938314882687,0.5281144313923269,0.39375695520857523,-0.1343574761837517,0.0021362259442466885,0.44793134438030024,0.42137821043675644,-0.026553133943543805,0.25074301141998895,0.42315599981598273,0.4531732772592122,0.030017277443229462,0.12470597117074185,0.40891780024875024,0.5335695594601267,0.1246517592113765,1.434726788024638e-07,0.38983344227273464,0.6844586954568317,0.29462525318409705,4.2233490227795355e-13,0.38983344227273464,0.696485362741888,0.30665192046915335,1.0933900459597826e-12
19,jlpmltrin,0.4924525218303598,0.6792971745583636,0.18684465272800377,2.870359343469683e-12,0.11923387516440782,0.3403654653486316,0.2211315901842238,2.844547168655145e-10,0.14250000000000002,0.32,0.1775,1.1749602028528155e-06,0.356940814846323,0.3036629899186175,-0.0532778249277055,0.022137900214276366,0.11382233844738832,0.26243778246686406,0.14861544401947574,2.366027706031859e-06,0.14944349890384978,0.34572766600429683,0.19628416710044705,7.381871079974051e-11,0.1735412868853348,0.3973712418342023,0.2238299549488675,9.020360122789677e-12,0.21846995429357113,0.4822734976181833,0.26380354332461214,6.046520501085942e-15,0.33474118908923806,0.6396240808699325,0.30488289178069444,2.5120106829681533e-15,0.4924525218303598,0.6741065094646452,0.18165398763428542,4.1925304739681204e-12
20,jlpmtrboost,0.23942043944037006,0.661660124047999,0.42223968460762895,1.446051247678757e-19,0.09880655953562828,0.33150965066329896,0.23270309112767068,7.840960561470805e-09,0.5925,0.3925,-0.2,3.8280345008455483e-07,0.15111718695160437,0.29275714168637135,0.14163995473476698,8.97786909388094e-05,0.551043680160477,0.3708773778699045,-0.1801663022905725,1.3597111208953591e-06,0.36027184458485106,0.3723813549151386,0.01210951033028751,0.476373598975131,0.29943703276921363,0.4033741479435536,0.10393711517433996,2.680801272761825e-07,0.25592694433001284,0.48644241241891517,0.23051546808890233,6.818660291737927e-15,0.23942043944037006,0.6450266473705966,0.4056062079302265,6.092106040216712e-20,0.23942043944037006,0.661660124047999,0.42223968460762895,1.446051247678757e-19
21,SA_DPH_letor,0.5530710652209896,0.7074008413826354,0.15432977616164578,2.2870848982759482e-07,0.22062797610182439,0.3722656755378428,0.1516376994360184,2.8070725300857742e-06,0.5,0.39499999999999996,-0.10500000000000004,0.0028713655084438602,0.3621584189515502,0.326978424997647,-0.0351799939539032,0.08752169687323735,0.4795897790686544,0.38221910112356816,-0.09737067794508625,0.01089100363951134,0.4258241026691431,0.4076556092587107,-0.018168493410432418,0.4509944323574536,0.4030189097274284,0.44552169903917893,0.042502789311750555,0.05520328378969305,0.4188984633227747,0.5316482518762229,0.1127497885534482,2.021370643475229e-06,0.47668539769647883,0.6798836892045237,0.20319829150804486,4.0307877818836016e-10,0.5530710652209896,0.7047754334450635,0.15170436822407396,2.4557303089747426e-07
22,BM25neop01,0.5808852025621446,0.7210100216714344,0.14012481910928976,8.77153007699227e-06,0.2560870047688298,0.39411929904394877,0.13803229427511898,6.853925738008243e-05,0.515,0.4074999999999999,-0.1075000000000001,0.007763456860293297,0.39018070033425617,0.35024086940515475,-0.039939830929101416,0.15415725427618995,0.4698942685166549,0.38329637953665874,-0.08659788897999615,0.051604147596523785,0.43949563214151544,0.42076902425245777,-0.018726607889057667,0.4470875215100941,0.4231203447914729,0.46358383013016624,0.04046348533869332,0.09130944438668036,0.45133736490700366,0.5581735259308813,0.10683616102387766,9.070278372865528e-05,0.5266388170037419,0.6976604424938111,0.17102162549006916,4.898157296302343e-07,0.5808852025621446,0.7193410475691344,0.13845584500698982,9.393382853132123e-06
23,sa_base_rr,0.37514736258528336,0.6963601090938549,0.32121274650857157,1.0403688246963477e-13,0.17692001240040794,0.36967514126580864,0.1927551288654007,1.0210846660174897e-06,0.56,0.40249999999999997,-0.15750000000000008,0.00025999451205757537,0.24067622917783077,0.3259673604166515,0.0852911312388207,0.012375114398617482,0.5190948281263641,0.39501864435572764,-0.12407618377063645,0.0023293468039916622,0.43467938449576043,0.4169546365974123,-0.01772474789834816,0.40199022146697627,0.40647905952779373,0.44935804404684837,0.04287898451905464,0.029899616629542526,0.39418868660318307,0.5319849903907512,0.13779630378756813,8.252688548473893e-09,0.37514736258528336,0.6832242614381708,0.30807689885288747,3.475498924667237e-14,0.37514736258528336,0.6963601090938549,0.32121274650857157,1.0403688246963477e-13
24,xgb_5113,0.26037021526634857,0.6780276074254603,0.41765739215911174,1.2723668846224642e-17,0.11887569460208766,0.3552177707279898,0.23634207612590216,2.0742370749141227e-08,0.5125,0.39,-0.12249999999999994,0.001818181159964015,0.16011490350925245,0.3125232680133495,0.15240836450409706,9.653510848188447e-05,0.4657927213440664,0.359665858854024,-0.10612686249004238,0.0037863878005587742,0.4440760595205068,0.3951339982777005,-0.04894206124280631,0.013462525842082929,0.3271549759607984,0.42965432708321505,0.10249935112241665,1.5845671237184285e-06,0.27501318291283106,0.5071857839853797,0.23217260107254867,2.070023870316795e-14,0.26037021526634857,0.6728296181006688,0.4124594028343202,5.769279156888034e-18,0.26037021526634857,0.6780276074254603,0.41765739215911174,1.2723668846224642e-17
25,BM25neopgngm,0.5868566741848278,0.7222819599038718,0.135425285719044,9.804964931682167e-06,0.25726260392235345,0.39607025759918707,0.13880765367683362,6.0871861470438015e-05,0.5050000000000001,0.4,-0.1050000000000001,0.00850586012887004,0.3947698409620581,0.3536931191486741,-0.04107672181338401,0.13981627561856025,0.46212254598726854,0.3779445390473333,-0.08417800693993521,0.057596886368091765,0.43525611611112386,0.42142757903438666,-0.013828537076737202,0.5796035945838749,0.4253799040421054,0.4648123496724864,0.03943244563038101,0.0960705334664874,0.45376126878886075,0.5600889210045109,0.10632765221565016,7.143126883675321e-05,0.5309296739390265,0.6993040516972548,0.1683743777582284,4.0856431984572915e-07,0.5868566741848278,0.7206784590296953,0.1338217848448675,1.0440594560570289e-05
26,SA_LGD_letor,0.5415777907302635,0.7038407353908529,0.16226294466058944,3.702859322965234e-08,0.2122872965408617,0.3694587173922332,0.15717142085137148,2.0901813248493372e-06,0.51,0.36500000000000005,-0.14499999999999996,7.054267789028418e-05,0.35107713141949864,0.32614161829235855,-0.024935513127140096,0.25198539945808346,0.47044992324173096,0.3532011821920499,-0.11724874104968108,0.0031081716114359564,0.4124427196842498,0.4028935352169121,-0.009549184467337657,0.6412867763819333,0.39342714109154464,0.4404452658396603,0.047018124748115675,0.0224763804582331,0.40979999524116745,0.530156324342901,0.1203563291017336,5.201327953454992e-07,0.4736931207427418,0.6793246684666328,0.20563154772389097,2.0559579699550716e-10,0.5415777907302635,0.7012383462011424,0.15966055547087898,3.6275283205813614e-08
27,sils_run3,0.5326198523535208,0.7087388691342041,0.1761190167806833,1.0197285370073715e-10,0.22162461318005505,0.3786060431998412,0.15698143001978615,3.481993811752341e-07,0.5925,0.4149999999999999,-0.1775000000000001,4.3932476918532095e-06,0.3475973461549529,0.33829379580824137,-0.009303550346711542,0.6307042634959354,0.5651861523058408,0.3989780342170157,-0.16620811808882507,9.819417890953407e-06,0.448683538953688,0.4140915338389159,-0.03459200511477212,0.07893461756418886,0.4198796636257738,0.45757686264564634,0.03769719901987256,0.027548482646860717,0.42014173604802013,0.540730499071995,0.12058876302397487,7.775032833625511e-09,0.4614531961747609,0.6862836729165976,0.22483047674183676,4.549138586798553e-14,0.5326198523535208,0.7049235496958701,0.1723036973423493,1.8630592866742474e-10
28,imi_mug2,0.581567246734016,0.7239062221969743,0.14233897546295826,2.8418343158071323e-06,0.27560079868884035,0.3939044443215987,0.11830364563275836,0.0004689711472968408,0.575,0.4375,-0.13749999999999996,0.0002832013874528531,0.3780145692033124,0.3445470954025023,-0.03346747380081011,0.21925822451255877,0.541305646587389,0.4158873079230475,-0.1254183386643415,0.0015502224057739194,0.4910867041294793,0.4351079977200179,-0.0559787064094614,0.021623425729167492,0.4639106188127135,0.4666518140779824,0.002741195265268892,0.8951937061845485,0.47553854955232,0.5550716282740739,0.07953307872175386,0.0007269469944572941,0.5391817372531612,0.7054161538470274,0.16623441659386617,2.1070870451340808e-07,0.581567246734016,0.722605938133331,0.1410386913993149,3.1293921848408556e-06
29,SIBTMlit4,0.5775296438926925,0.7244185408603319,0.1468888969676394,8.86312786600695e-08,0.2651720435777932,0.3925666009863351,0.1273945574085419,0.00011872538565746905,0.6224999999999999,0.49000000000000005,-0.1324999999999999,0.0007517803427871762,0.3959520325631887,0.34294358706190575,-0.053008445501282975,0.02155026571845146,0.5920578271626271,0.47759357347456766,-0.11446425368805946,0.002774957050055066,0.49901526654864625,0.45197067446960215,-0.0470445920790441,0.04962467147245599,0.4708023628617529,0.4874586434257896,0.016656280564036674,0.38820458852060125,0.47593882371262913,0.5646754972497023,0.08873667353707321,1.7313353589053655e-05,0.5315079274924764,0.7038223920042876,0.1723144645118112,9.090157941083126e-09,0.5775296438926925,0.7228991261388448,0.14536948224615232,9.647794509235762e-08
30,absrun2,0.3547657385028243,0.6666007807141421,0.3118350422113178,6.339367466888384e-15,0.11714709142595074,0.3323146656808157,0.21516757425486494,8.56677553402532e-09,0.3975,0.315,-0.08250000000000002,0.05263941314013954,0.22325339950771078,0.2891071865721916,0.0658537870644808,0.012282888664589276,0.36848824161855775,0.2847996348412417,-0.08368860677731604,0.04062921412361957,0.3056099486587265,0.3426593722775116,0.037049423618785104,0.10893888621838047,0.2865891683131796,0.3939216814909352,0.1073325131777556,2.4800819088484337e-06,0.28910991083365484,0.48784329443554314,0.1987333836018883,1.7815048235626592e-12,0.33220895847245363,0.6445513914574003,0.3123424329849466,4.668749212938628e-15,0.3547657385028243,0.6649339411645572,0.3101682026617329,6.252448274067587e-15
31,ccnl_sa2,0.5668990270633312,0.7180190224723326,0.15111999540900145,5.899452624269135e-08,0.25379149180021293,0.3955350093138961,0.1417435175136832,2.7537224968956283e-05,0.65,0.515,-0.135,8.229312369675508e-05,0.4093633172588381,0.3499024725620597,-0.059460844696778425,0.016204372088752236,0.5745392633777445,0.46423312419360646,-0.11030613918413806,0.00021150924903837214,0.45744441473391084,0.4476617756418693,-0.009782639092041523,0.5847534880555836,0.44074360002986135,0.47617934277356,0.03543574274369865,0.07703028893456179,0.45487724458574263,0.5592321832626451,0.10435493867690249,2.408233649137855e-06,0.5186394385567891,0.6942729305059935,0.1756334919492044,4.063890542396927e-09,0.5668990270633312,0.7159883986314104,0.14908937156807922,6.217391800733198e-08
32,ccnl_sa3,0.5355047686629787,0.7014162199856234,0.16591145132264473,8.961205700262144e-09,0.22627945824793186,0.3816155036900782,0.15533604544214633,4.511752335060705e-06,0.5475,0.4575,-0.08999999999999997,0.002203147440993069,0.39332373687924094,0.3447295563706142,-0.04859418050862674,0.052729494102608424,0.4560010630721232,0.395966656487223,-0.06003440658490017,0.03266712704394163,0.39305910730847843,0.4070313395562368,0.013972232247758398,0.454674188412203,0.38090787682601945,0.44910622683407436,0.06819835000805491,0.0008675535487887043,0.4009407926829371,0.5353500962172145,0.13440930353427744,9.166108941093836e-09,0.4808238163055344,0.6748903257906014,0.19406650948506698,8.913812951628305e-10,0.5355047686629787,0.6993329694594503,0.16382820079647165,8.436039163173689e-09
33,imi_mug1,0.5678248369175675,0.7208522321149581,0.15302739519739061,2.0358845175541533e-07,0.26389572525157057,0.39074205890544356,0.126846333653873,0.0002103322940997319,0.5725,0.4225,-0.15000000000000002,0.00046135495875962885,0.37464410490903743,0.34176962225896057,-0.032874482650076864,0.2266810329844307,0.523862511635564,0.40423737064301013,-0.11962514099255384,0.0035930809408948093,0.4593670780630684,0.43030406687843803,-0.029063011184630394,0.21596208596612224,0.4399561361868291,0.46483139590012856,0.024875259713299458,0.23640963621972,0.4570074444533082,0.5507239398148809,0.09371649536157267,3.32084017725799e-05,0.5212405606189853,0.6994135230433192,0.1781729624243339,1.4353171943434205e-08,0.5678248369175675,0.7194944535736368,0.15166961665606937,2.164536383875269e-07
