,run,ndcg (base),ndcg (fuse),ndcg (diff),ndcg (pval),map (base),map (fuse),map (diff),map (pval),precision@10 (base),precision@10 (fuse),precision@10 (diff),precision@10 (pval),bpref (base),bpref (fuse),bpref (diff),bpref (pval),mrr (base),mrr (fuse),mrr (diff),mrr (pval)
0,sils_run2,0.5356019108820126,0.6533776782221068,0.1177757673400942,1.1307977360552923e-06,0.2241567446553526,0.2811117930848152,0.05695504842946261,0.0012184282547945489,0.5925,0.4574999999999999,-0.13500000000000012,2.0378874473969582e-05,0.3497277031414247,0.33002695019899597,-0.019700752942428734,0.18339660321796117,0.8011408730158729,0.542845695970696,-0.2582951770451769,0.00017405375389467308
1,BM25,0.5870132722598846,0.6661097067048616,0.07909643444497694,0.0018306141520660776,0.2583769959563904,0.2973807531279633,0.039003757171572895,0.04601414142632822,0.5125,0.4025,-0.10999999999999993,0.00015526953880490104,0.39457057865943373,0.3406898225876978,-0.053880756071735925,0.004438319076034558,0.7274377230956178,0.5537012987012988,-0.17373642439431902,0.04018645619678204
2,MedIR4,0.43274487154452324,0.6416561722096128,0.20891130066508956,5.539191307528563e-09,0.19797756916295023,0.2924337592417353,0.09445619007878508,0.0007746714668427116,0.525,0.39,-0.135,8.99119902957475e-06,0.28494522709559694,0.2872801779197747,0.002334950824177784,0.9302921586194624,0.6497363945578231,0.5362768260354344,-0.1134595685223887,0.0941600919797949
3,imi_mug2_t,0.4658999137945382,0.6485773344460459,0.18267742065150772,6.378413637216207e-09,0.2058089149975188,0.28115849651182584,0.07534958151430704,0.0031109597340269993,0.5700000000000001,0.4125,-0.15750000000000008,2.204825773356066e-06,0.3257490160786759,0.29977013129465113,-0.02597888478402477,0.273712596476864,0.7469925213675214,0.5215242968532442,-0.22546822451427717,0.0014571313732925557
4,SAsimpleLGD,0.5790625445542751,0.6721067800237587,0.0930442354694836,0.0006804902674702502,0.2603144818515298,0.30040529673747673,0.04009081488594696,0.05114023534411616,0.54,0.4125,-0.12750000000000006,2.334347138788587e-05,0.37759495677794186,0.33290815558696785,-0.04468680119097401,0.017611931484160775,0.7415456030897207,0.531875,-0.20967060308972074,0.0019680713149720823
5,cbnuSA3,0.4417943139949937,0.6308882059825421,0.18909389198754845,6.295592125379548e-09,0.16582182088395303,0.24453370233043864,0.07871188144648561,8.067582874146498e-05,0.42749999999999994,0.39,-0.03749999999999992,0.10020720268503645,0.3061020038805998,0.29809193841254944,-0.008010065468050387,0.7051910854311627,0.5875453842242945,0.5374012055589985,-0.05014417866529597,0.4058605030765896
6,MedIR5,0.5195583948299652,0.6630422655937874,0.14348387076382219,7.147103923562184e-06,0.24225092379904273,0.3083759817186441,0.06612505791960138,0.011834866582793153,0.5125,0.4225,-0.08999999999999997,0.000800099117362001,0.33378919247998406,0.3041006365155033,-0.02968855596448078,0.2049073977058752,0.6545262825409883,0.5512338789682539,-0.10329240357273439,0.16469883779169414
7,BM25neopcomd,0.57932810967192,0.6651057211550218,0.0857776114831017,0.001354708142778228,0.25483207514109296,0.2945966081638981,0.03976453302280514,0.043390612430506896,0.5125000000000001,0.4025,-0.11000000000000004,0.0002686874722853483,0.39004838120837804,0.33892704652967887,-0.05112133467869917,0.011208222582776381,0.7144326725905673,0.5635119047619048,-0.15092076782866248,0.07418145054924696
8,SIBTMlit1,0.573152960741027,0.6615005427818816,0.08834758204085469,0.0006175565328285786,0.2614206793518174,0.28472608591000204,0.023305406558184638,0.3311298653261192,0.6275,0.41,-0.21749999999999997,2.01546832591513e-08,0.3908821753855688,0.31467626273762633,-0.07620591264794246,0.0021176275299651798,0.7556089743589743,0.5598007674144038,-0.19580820694457057,0.001173108590070568
9,DutirRun3,0.5928730680787329,0.6743493835499198,0.08147631547118694,0.002532737407854311,0.27753605336429843,0.30838134705611003,0.030845293691811604,0.1394684202039445,0.5825,0.44749999999999995,-0.13500000000000006,1.574480477898411e-05,0.3963486362891075,0.34177176773061596,-0.05457686855849153,0.008024897497150072,0.7235867233433975,0.5539008398792882,-0.1696858834641093,0.02141421700447923
10,ccnl_sa1,0.5601362682716481,0.6632541307328894,0.10311786246124133,2.1235797845531215e-05,0.2525434364502023,0.2930921429463555,0.04054870649615322,0.03553195002546786,0.645,0.48249999999999993,-0.1625000000000001,7.818883069312944e-10,0.41262914013693075,0.36052055636003066,-0.052108583776900086,0.006723276436465694,0.8670536540240519,0.5671174360029427,-0.29993621802110915,9.84613053341345e-06
11,cbnuSA2,0.472278917145187,0.6347588562381864,0.1624799390929994,2.0064287235797718e-07,0.18573489351258435,0.25474774274548173,0.06901284923289738,0.0005973145481478741,0.4625,0.3875,-0.07500000000000001,0.0008725735575987835,0.31363045522474736,0.30013200985366206,-0.0134984453710853,0.5180559979046866,0.631189377510535,0.5036125514173853,-0.1275768260931498,0.07870971038951641
12,imi_mug3_t,0.46548829708165396,0.6498661901093866,0.18437789302773266,2.5312992480377463e-09,0.19950250120533203,0.27768159108254586,0.07817908987721384,0.0019452249055098493,0.5675000000000001,0.41500000000000004,-0.15250000000000008,7.422515601072081e-06,0.3294353363276953,0.3044258409228993,-0.025009495404795967,0.29188401291917143,0.8154166666666667,0.5504464285714287,-0.264970238095238,2.7900604860770673e-05
13,SA_bc,0.5725425369078467,0.6693385991686347,0.09679606226078796,0.000362477342130969,0.248579095125341,0.2944818202557399,0.04590272513039889,0.01822601415585827,0.515,0.40499999999999997,-0.11000000000000004,5.290720577569873e-05,0.37062236448342895,0.32102685160831845,-0.04959551287511049,0.007485581786019863,0.7303873626373626,0.538641272581146,-0.19174609005621657,0.009921866248212757
14,run4,0.3458299993175407,0.6034994965392596,0.2576694972217189,1.1532411444622256e-12,0.10981081228031644,0.20955842664833058,0.09974761436801413,1.3576765213623058e-06,0.3875,0.34,-0.04749999999999999,0.044912214480629285,0.2150265840130901,0.25731479563296816,0.04228821161987806,0.06966748883619175,0.5957058593203449,0.5052681919926628,-0.0904376673276821,0.22470550690523364
15,SIBTMlit3,0.43151888805085986,0.6152207814159166,0.18370189336505677,1.75114940989985e-06,0.16317037331975626,0.2195809154727147,0.05641054215295843,0.02647633837091372,0.5575,0.39499999999999996,-0.16250000000000003,2.31067680908427e-07,0.2644204958765676,0.26406445801855516,-0.0003560378580124146,0.9913093322384858,0.8273771367521368,0.491942579989455,-0.33543455676268175,2.81281174683984e-08
16,dfr_9464,0.5549950132814475,0.6597979939013623,0.10480298061991478,0.00012340784603383752,0.23955490354995534,0.28770676496016545,0.048151861410210106,0.017347113124075345,0.5125,0.40750000000000003,-0.10499999999999993,8.883023099046015e-06,0.35767527129255827,0.3192278179075593,-0.038447453384999,0.04581111971010835,0.7032251082251083,0.5708074564324563,-0.13241765179265197,0.07478670383030528
